Age,YearsAtCompany,WorkHoursPerWeek,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk,Gender_Female,Gender_Male,Gender_Non-binary,Gender_Prefer not to say,Country_Australia,Country_Brazil,Country_Canada,Country_Germany,Country_India,Country_UK,Country_USA,JobRole_Customer Support,JobRole_Data Scientist,JobRole_HR Specialist,JobRole_IT Admin,JobRole_Marketing Manager,JobRole_Project Manager,JobRole_Sales Associate,JobRole_Software Engineer,Department_Engineering,Department_HR,Department_IT,Department_Marketing,Department_Sales,Department_Support,RemoteWork_Hybrid,RemoteWork_No,RemoteWork_Yes
56,4,53,4.48,2.52,5.01,9.77,7.4,8.0,63,1.0,9.41,0.0,2,4.0,5.17,4,9.87,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,5,37,5.53,1.15,5.9,8.64,5.5,4.4,11,0.0,6.31,0.0,1,3.0,1.01,36,5.95,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34,1,54,2.71,8.59,8.21,5.35,8.4,8.8,52,1.0,3.16,1.0,6,3.0,5.99,33,2.06,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0,55,8.89,6.2,7.56,7.03,5.0,2.3,74,1.0,2.94,1.0,1,2.0,5.16,6,4.25,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
40,3,35,6.15,9.02,9.68,8.31,7.0,5.8,9,0.0,6.0,0.0,4,1.0,9.24,3,1.33,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,6,45,2.73,5.36,8.04,6.2,6.9,1.4,60,1.0,9.16,0.0,9,4.0,7.48,35,8.64,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,0,57,8.14,9.34,3.69,1.55,5.0,8.3,54,0.0,1.65,0.0,8,3.0,2.13,33,1.16,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49,0,33,1.31,4.19,6.77,5.23,6.2,1.3,98,1.0,6.44,1.0,7,4.0,4.19,7,6.33,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,7,41,9.84,7.52,7.05,2.18,7.4,0.3,107,1.0,7.93,1.0,7,2.0,9.38,41,1.96,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,19,40,8.79,3.71,9.98,7.43,5.6,2.7,67,0.0,2.04,1.0,2,2.0,7.53,35,1.07,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47,15,32,6.22,1.01,2.25,7.13,4.6,9.0,41,0.0,2.05,1.0,0,4.0,6.35,47,3.31,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44,20,41,2.0,4.42,2.72,9.94,7.1,1.3,65,0.0,4.3,1.0,1,1.0,6.03,3,5.97,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,12,59,2.94,7.64,2.4,6.66,5.1,3.3,43,1.0,3.46,1.0,6,0.0,4.58,43,1.68,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,17,34,3.51,2.35,6.3,8.2,7.4,3.2,27,0.0,2.78,0.0,3,4.0,6.27,18,6.53,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,19,35,3.17,5.54,2.22,3.41,8.2,8.0,106,1.0,2.79,1.0,9,2.0,7.94,3,7.05,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22,9,48,5.48,2.91,6.9,4.06,4.6,4.2,109,0.0,2.18,1.0,4,1.0,2.15,39,9.73,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,11,47,9.5,1.67,8.23,9.25,6.2,6.1,110,0.0,6.5,0.0,0,3.0,9.73,27,9.1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
53,0,45,5.0,6.56,4.9,7.8,6.2,4.0,77,0.0,7.19,0.0,1,1.0,3.15,9,6.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,9,52,6.95,9.57,6.05,6.9,7.2,5.5,57,0.0,7.33,0.0,8,1.0,5.03,17,8.14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,8,40,7.2,3.8,9.21,3.29,5.7,0.6,107,0.0,5.79,0.0,5,4.0,1.2,41,4.27,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,2,34,8.84,6.23,6.13,7.29,6.1,3.7,92,1.0,9.58,0.0,6,1.0,5.95,42,6.27,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,18,38,1.3,9.58,2.88,8.98,4.1,8.6,1,1.0,8.92,0.0,4,3.0,4.44,45,4.63,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,8,32,4.64,6.85,4.09,3.08,4.6,6.9,54,0.0,9.62,0.0,8,4.0,3.25,5,4.03,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50,9,59,8.06,7.06,5.77,7.36,6.8,9.8,33,0.0,4.5,0.0,9,2.0,9.87,46,7.55,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24,18,37,8.33,2.61,2.39,4.54,5.1,7.9,96,0.0,8.9,0.0,4,3.0,4.85,4,3.67,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,15,35,9.35,5.43,6.51,2.07,4.7,4.5,19,1.0,7.87,1.0,5,4.0,4.73,14,4.42,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,17,33,7.33,4.3,9.99,7.87,5.6,6.8,46,1.0,4.06,1.0,9,4.0,5.17,29,4.3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,13,41,3.21,5.24,6.87,2.5,4.8,7.8,93,0.0,1.96,1.0,8,0.0,2.05,11,8.83,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,2,41,5.55,8.21,4.35,3.28,4.3,2.7,117,1.0,7.14,0.0,4,3.0,4.54,22,2.53,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,1,54,1.29,5.15,3.99,8.05,5.4,0.6,105,1.0,2.23,1.0,3,1.0,4.03,42,4.43,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,0,50,6.82,1.57,9.38,7.68,4.8,4.1,25,0.0,3.64,0.0,4,3.0,5.19,5,8.99,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,17,45,5.99,9.15,8.84,3.29,8.0,1.4,83,1.0,5.5,0.0,4,3.0,8.71,12,1.14,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,8,39,7.0,5.9,5.25,9.47,4.3,2.8,0,1.0,7.12,0.0,4,0.0,2.74,21,9.53,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26,12,51,9.37,9.32,4.18,2.94,7.7,9.5,64,1.0,9.34,0.0,0,1.0,6.47,15,9.09,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
51,1,43,7.19,6.15,7.39,9.94,5.9,8.5,88,1.0,6.34,1.0,4,0.0,1.34,24,4.76,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,6,42,3.88,1.63,3.83,7.64,7.4,5.9,96,0.0,7.04,1.0,4,0.0,3.85,13,6.88,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,15,38,2.79,5.98,2.07,4.53,4.3,4.0,86,1.0,3.79,0.0,0,0.0,5.25,32,9.92,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,20,36,8.69,6.18,3.79,2.17,8.6,2.6,74,1.0,7.19,1.0,3,3.0,1.67,26,5.99,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,18,41,2.75,2.93,4.91,3.88,7.8,5.7,107,1.0,4.94,1.0,7,0.0,5.9,40,1.87,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,14,34,2.45,5.24,3.3,2.74,4.7,5.3,14,0.0,8.71,0.0,3,2.0,3.79,26,8.68,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,10,47,2.86,5.13,2.95,6.6,5.1,7.8,13,0.0,4.53,1.0,6,1.0,9.94,36,2.21,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,0,33,5.58,6.61,1.06,4.21,7.2,9.3,54,0.0,5.21,1.0,5,1.0,6.68,45,3.32,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,20,31,2.12,3.34,6.68,3.66,8.6,3.3,0,0.0,4.89,1.0,4,0.0,3.2,30,8.86,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,6,32,9.44,6.24,6.53,7.81,6.2,2.1,32,0.0,8.3,0.0,8,3.0,1.92,47,3.3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58,19,55,9.7,3.17,2.69,3.08,6.4,4.0,69,0.0,9.58,1.0,7,4.0,1.37,9,7.71,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,7,41,9.76,5.02,9.49,6.28,5.2,4.4,55,0.0,3.95,1.0,4,4.0,1.82,24,5.03,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,9,32,1.35,2.1,4.69,2.75,5.9,0.4,22,1.0,5.28,0.0,9,3.0,7.12,38,7.84,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,4,33,9.52,1.34,1.23,7.43,5.4,8.6,53,1.0,7.35,1.0,6,0.0,8.69,18,3.09,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,8,35,9.98,3.89,2.98,6.63,5.8,10.0,89,1.0,9.06,1.0,8,0.0,2.41,9,4.78,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,0,41,9.48,3.47,7.23,8.18,4.1,9.2,2,1.0,5.44,0.0,6,2.0,4.62,22,3.86,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,1,48,7.04,4.66,2.81,1.62,4.2,8.6,45,0.0,1.98,0.0,2,4.0,4.19,38,3.24,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,18,39,7.31,9.66,1.49,2.89,7.4,9.9,118,1.0,4.32,1.0,9,4.0,6.8,21,3.83,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,13,59,2.1,5.7,6.56,2.39,7.4,9.1,5,1.0,5.95,0.0,4,1.0,2.64,7,3.91,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,19,30,8.87,5.98,5.67,2.72,5.7,6.9,103,0.0,4.76,1.0,8,0.0,9.58,12,9.6,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,9,46,1.54,9.47,7.85,1.93,8.4,1.7,115,1.0,2.68,0.0,8,3.0,7.56,36,5.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26,8,45,3.86,9.29,7.95,6.06,5.3,1.6,24,0.0,1.33,0.0,7,0.0,9.6,11,5.16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,9,38,9.92,8.96,9.64,6.34,6.0,0.5,110,0.0,7.19,0.0,5,0.0,3.5,3,5.53,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,5,54,4.8,1.88,1.51,8.59,7.7,4.1,16,1.0,9.93,1.0,6,2.0,6.29,27,9.97,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45,16,50,2.18,6.71,1.35,4.76,7.7,8.1,27,1.0,9.27,1.0,6,3.0,7.59,7,6.88,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
37,5,38,9.72,8.27,9.88,5.79,8.3,4.9,31,0.0,7.15,0.0,0,2.0,7.4,2,7.33,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23,3,56,9.86,8.52,6.8,9.92,4.1,3.7,92,1.0,8.57,0.0,7,2.0,1.19,10,3.82,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,19,52,2.68,6.2,7.44,5.79,4.9,1.1,22,0.0,3.3,1.0,5,2.0,9.98,3,5.24,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,2,38,8.78,1.16,1.87,6.16,7.2,0.5,104,1.0,6.6,0.0,6,2.0,9.35,17,2.66,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
48,18,41,4.51,9.76,1.63,9.96,5.7,4.0,15,1.0,1.55,0.0,9,0.0,2.08,43,7.17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
41,17,52,4.43,5.25,2.44,9.95,4.2,1.0,95,1.0,7.36,0.0,9,1.0,5.89,1,4.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45,3,38,3.36,4.54,4.84,4.82,6.9,1.0,25,0.0,9.73,1.0,1,0.0,3.83,34,7.73,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,7,44,1.4,4.55,1.99,6.71,6.0,4.0,32,0.0,8.75,1.0,6,2.0,8.91,13,2.92,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,16,31,3.41,4.82,5.02,5.33,5.8,5.0,57,1.0,5.81,0.0,7,2.0,7.28,14,4.63,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,4,40,1.48,3.18,6.05,7.49,5.3,1.9,47,1.0,8.1,0.0,4,1.0,3.01,17,5.24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,12,40,9.32,3.95,1.0,9.45,4.0,6.8,82,0.0,9.5,1.0,0,4.0,1.3,34,2.5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
58,0,37,6.96,9.87,2.03,3.79,4.9,4.2,54,0.0,2.94,1.0,5,3.0,3.63,17,1.63,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,12,52,8.98,4.31,4.38,8.37,6.4,0.9,40,0.0,8.14,0.0,2,2.0,1.34,41,3.85,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,3,35,7.46,5.74,1.48,6.89,5.4,6.4,61,0.0,3.43,0.0,4,2.0,2.27,25,5.9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,13,50,2.18,8.63,2.2,3.52,8.4,3.6,16,1.0,8.89,0.0,8,0.0,6.73,44,6.87,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,2,49,9.47,5.75,3.09,8.18,4.7,0.5,101,0.0,1.89,1.0,6,2.0,7.71,30,4.83,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,4,36,9.1,3.92,4.87,4.84,8.4,9.5,58,0.0,2.6,0.0,7,2.0,5.21,48,5.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50,6,32,4.13,5.71,7.43,2.08,6.0,5.7,13,0.0,7.49,1.0,5,3.0,6.4,36,5.89,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,0,37,2.0,2.03,2.19,9.94,5.4,4.8,81,0.0,2.57,0.0,8,0.0,2.4,11,5.61,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
